timestamp,lat,lon,alt,roll_body,pitch_body,yaw_body,roll_speed,pitch_speed,yaw_speed,actuators_output_0,actuators_output_1,actuators_output_2,actuators_output_3,actuators_output_4,actuators_output_5,actuators_output_6,actuators_output_7,actuators_output_8,actuators_output_9,actuators_output_10,actuators_output_11,sensor_gyro_rad_0,sensor_gyro_rad_1,sensor_gyro_rad_2,sensor_acc_0,sensor_acc_1,sensor_acc_2,cpuload
3422570398.0,47.397743493157165,8.545593307985198,31.036436,0.025121883,-0.11760454,0.6318806,-0.021528138,-0.020760117,0.020549031,1554.0,1564.0,1542.0,1565.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,0.043101326,-0.076125026,-0.03149839,0.22274882,-0.6231289,-10.643798,0.32588398
3423162397.0,47.3977435306467,8.54559382067364,31.557224,0.0055454425,-0.057835344,0.6318805,-0.062448405,0.10291338,0.018603975,1622.0,1468.0,1476.0,1619.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,-0.064284764,0.15241838,0.00082332303,0.02035619,0.3145743,-10.256704,0.33857602
3423570398.0,47.39774431435127,8.545594280776635,31.975214,-0.009830434,-0.040619787,0.6318805,-0.027925119,-0.022919906,-0.0012221695,1535.0,1572.0,1572.0,1514.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,0.112142585,-0.058530126,-0.02774338,-0.1462443,-0.5376329,-9.984995,0.33229202
3424170396.0,47.39774616328788,8.545592691905192,32.655067,0.02796015,-0.030858869,0.597234,-0.020384116,0.038414147,0.016101882,1524.0,1540.0,1531.0,1582.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,-0.1465986,-0.039118845,0.022405764,0.06346275,1.261494,-9.870409,0.333174
3424570397.0,47.397746612130376,8.545593982240364,33.13154,0.012025823,-0.017034248,0.597234,0.11122155,0.025179097,-0.048974067,1534.0,1565.0,1569.0,1561.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,0.09652235,-0.098847784,-0.033670433,-0.104398966,-1.5967697,-11.073809,0.32775998
3425162397.0,47.397746588462574,8.545595318439226,33.87049,0.004841407,-0.013017138,0.59723395,0.06936454,0.03513043,-0.027343389,1523.0,1577.0,1587.0,1521.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,0.1815735,0.055887558,-0.05979735,0.11204772,-0.8402895,-9.137888,0.33928347
3425570397.0,47.39774672815921,8.545596028170056,34.36324,0.0137239825,-0.0071102474,0.59723395,0.06303856,-0.027743038,-0.0051205065,1583.0,1563.0,1579.0,1560.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,-0.110321864,0.045411024,-0.012031801,0.043885905,0.16982508,-9.811621,0.3279575
3426170397.0,47.397746901769146,8.545596048037007,35.135967,0.038405735,-0.0075933784,0.597234,0.20108943,0.10946326,-0.014194907,1569.0,1560.0,1569.0,1561.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,0.06562635,0.008645142,-0.021036483,0.20126349,0.7708404,-9.362773,0.330472
3426562398.0,47.39774667491778,8.545597814659295,35.6672,-0.0040095747,-0.004028548,0.59723395,-0.068594694,-0.02321412,-0.010341317,1566.0,1587.0,1543.0,1587.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,0.002347757,-0.029631123,-0.012836799,-0.38014394,-2.4163888,-8.311782,0.33150804
3427170397.0,47.39774615195408,8.545601395994042,36.72321,-0.048739076,0.010652851,0.59723395,-0.054460157,0.0667117,-0.012615927,1735.0,1605.0,1644.0,1701.0,1500.0,1500.0,900.0,900.0,1500.0,1500.0,1500.0,1500.0,-0.1089717,0.019577757,-0.052914217,0.45651725,0.44021255,-12.612979,0.34197217
